CONF,G,W,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,YearOffenseRank,YearDefenseRank,Made_Tournament
31,29,7,0.3642,47.1,46.7,25.5,19.8,36.7,29.9,28.8,42.7,46.5,45.9,32.2,32.1,70.1,-16.2,302,108,0
26,29,7,0.2357,47.0,50.2,17.8,19.2,29.2,28.1,33.7,51.9,45.0,48.2,33.8,36.2,71.8,-18.0,254,275,0
13,29,7,0.2017,44.4,50.5,21.2,23.5,30.1,33.9,24.6,48.1,41.9,48.6,32.6,36.0,67.1,-15.7,318,196,0
2,30,7,0.1909,46.6,51.2,21.3,20.2,28.7,32.9,30.1,44.0,44.2,53.8,33.9,30.9,67.7,-17.6,277,292,0
24,30,7,0.1392,44.1,49.6,18.5,21.6,25.8,34.0,27.9,38.4,42.2,50.7,32.1,31.9,61.0,-18.2,333,210,0
18,31,7,0.1582,42.6,50.1,21.0,23.3,29.0,39.2,31.2,37.1,39.6,53.4,31.2,29.6,68.7,-18.0,305,280,0
30,31,7,0.1521,47.4,54.5,23.0,19.3,29.1,30.5,30.3,42.3,45.9,52.0,33.5,40.1,65.0,-17.6,311,275,0
21,31,7,0.0887,48.9,52.6,22.5,17.5,26.2,38.5,35.2,35.7,47.2,51.7,35.0,36.3,68.7,-18.6,305,337,0
15,27,8,0.2359,45.5,50.7,20.5,21.0,28.4,30.9,33.4,43.1,43.5,49.5,33.3,35.5,64.6,-14.1,272,260,0
2,28,8,0.2435,43.9,45.8,18.6,18.8,28.1,30.5,34.7,36.3,42.9,47.5,30.5,27.9,64.3,-15.0,315,162,0
30,28,8,0.2403,50.8,53.3,17.9,15.7,24.2,31.9,37.4,26.0,48.2,51.3,37.1,38.0,67.8,-14.1,162,334,0
31,28,8,0.1511,41.1,48.7,20.2,19.0,33.3,31.9,36.7,34.2,40.1,48.1,28.9,33.5,67.2,-14.4,331,200,0
0,29,8,0.5163,46.0,48.7,18.8,19.6,28.4,35.5,35.9,40.0,44.6,47.5,32.2,34.2,63.2,-11.6,189,146,0
0,30,8,0.3459,47.9,51.5,20.8,17.3,30.9,33.2,31.7,32.8,45.9,48.7,33.8,37.9,69.3,-12.5,202,250,0
17,30,8,0.323,48.2,54.0,21.9,23.1,27.5,34.1,36.0,37.6,48.0,52.7,32.4,37.5,65.8,-14.5,235,225,0
16,32,8,0.2023,46.1,48.7,23.7,17.0,33.0,34.5,38.1,27.7,43.8,48.2,33.7,33.1,64.1,-18.4,287,268,0
20,28,9,0.6606,43.5,45.4,18.5,20.2,29.2,34.9,37.3,47.1,39.9,46.7,33.7,28.1,62.2,-8.8,217,39,0
10,29,9,0.3176,48.8,49.1,22.4,18.1,31.0,32.2,30.1,38.2,46.9,45.3,34.2,37.3,64.0,-13.3,274,182,0
11,29,9,0.2288,46.6,50.2,21.4,17.5,31.5,32.8,36.7,38.0,45.1,50.3,33.5,33.3,66.7,-14.5,260,283,0
21,29,9,0.2094,49.8,51.2,21.9,18.1,33.2,35.6,32.2,38.2,48.4,49.1,35.2,37.1,68.4,-14.6,217,318,0
8,29,9,0.167,44.4,48.6,21.9,17.2,32.0,27.8,36.8,57.0,42.9,47.1,32.2,35.1,69.7,-15.7,314,250,0
28,29,9,0.074,43.8,49.8,21.0,17.4,31.8,31.9,36.9,36.0,43.9,48.8,28.9,34.9,66.1,-16.0,328,327,0
32,30,9,0.2881,44.0,49.6,23.3,17.9,33.7,31.0,36.1,35.8,43.2,47.7,31.0,35.7,65.4,-11.7,295,173,0
16,30,9,0.2259,45.8,50.1,20.0,22.0,30.3,32.5,30.3,41.7,44.1,49.0,33.6,35.0,63.7,-15.8,305,204,0
29,30,9,0.1999,48.7,52.1,20.2,20.9,30.1,35.1,40.0,39.3,50.1,51.1,30.5,36.5,67.2,-15.4,235,313,0
19,31,9,0.4235,44.9,51.9,16.8,19.5,25.8,31.7,34.4,37.9,45.8,52.5,28.8,33.9,61.0,-12.1,187,208,0
15,31,9,0.3071,47.7,47.8,23.5,21.4,26.8,32.9,34.4,44.9,46.1,45.8,34.3,34.4,68.4,-15.1,297,160,0
3,31,9,0.1276,45.7,54.1,20.0,21.1,27.1,35.5,31.6,33.5,44.2,52.8,32.3,37.2,65.2,-15.5,301,311,0
28,31,9,0.1023,45.1,49.4,22.0,19.5,33.4,34.5,32.2,38.0,44.8,47.6,30.6,35.2,67.0,-17.2,313,318,0
27,32,9,0.4298,46.0,49.7,19.7,19.8,29.2,29.9,35.3,43.0,45.7,48.3,31.1,34.5,67.1,-13.4,238,146,0
28,32,9,0.1234,42.3,44.4,22.2,19.1,29.3,36.0,38.1,47.0,41.6,43.8,29.3,30.5,67.7,-16.7,341,176,0
15,26,10,0.4071,47.6,49.3,17.8,20.1,29.0,27.0,33.7,42.4,44.5,46.5,35.4,37.3,61.7,-11.7,210,190,0
33,26,10,0.295,46.8,51.5,20.7,21.9,30.1,30.2,35.4,52.4,44.7,51.3,33.7,34.6,66.5,-10.4,267,214,0
22,27,10,0.2301,46.9,51.2,24.2,21.5,35.3,34.6,38.2,45.8,47.3,51.2,30.8,34.1,65.6,-12.5,278,258,0
32,28,10,0.3793,48.6,48.1,23.0,17.9,32.4,33.3,34.3,33.2,46.8,45.5,35.3,35.4,63.8,-10.7,226,186,0
13,28,10,0.1693,49.6,50.5,18.9,17.3,25.7,30.1,30.5,27.4,50.3,50.0,32.1,34.4,64.5,-14.3,245,322,0
2,29,10,0.2902,47.3,48.2,21.7,17.2,30.4,30.4,33.3,34.3,48.8,45.9,29.2,35.4,69.6,-13.9,263,230,0
9,29,10,0.2009,44.2,49.0,19.5,21.6,32.2,31.9,35.8,39.9,42.9,47.0,31.2,36.6,67.6,-15.6,326,184,0
30,29,10,0.1214,51.5,55.7,20.1,17.6,24.5,37.1,28.9,29.1,50.2,54.8,36.5,38.4,72.4,-13.4,214,344,0
17,30,10,0.3107,48.3,55.0,19.8,19.8,30.9,33.1,39.4,34.8,47.1,54.2,33.2,37.7,65.6,-13.8,121,325,0
24,30,10,0.2266,47.3,51.3,20.2,15.6,28.5,27.0,30.9,27.9,43.8,45.7,36.2,41.1,59.9,-13.4,265,275,0
5,31,10,0.6044,44.2,49.4,18.9,17.5,30.9,27.1,37.1,51.1,44.1,48.0,29.6,34.4,65.3,-7.4,157,116,0
16,31,10,0.3219,48.4,49.9,20.8,18.9,27.0,33.1,39.6,32.0,46.6,47.6,34.6,36.8,68.3,-15.1,238,225,0
6,31,10,0.2964,43.3,49.7,21.9,20.1,32.0,32.8,40.6,34.1,42.3,49.0,30.8,34.2,61.1,-11.2,300,154,0
8,31,10,0.2174,48.8,48.1,19.3,15.8,29.4,35.3,32.0,36.2,47.0,46.2,34.1,35.1,68.5,-16.7,245,300,0
26,31,10,0.211,50.7,51.8,21.1,20.0,26.8,34.4,31.3,36.6,48.7,50.8,36.4,35.9,60.7,-15.3,254,300,0
21,31,10,0.1782,44.4,52.9,20.9,25.5,29.8,35.2,32.3,41.5,43.5,52.2,31.0,36.0,70.3,-15.4,317,230,0
32,32,10,0.3854,44.6,51.4,20.1,20.9,32.7,32.4,34.0,40.4,42.6,48.7,32.6,37.5,64.8,-12.7,265,150,0
27,32,10,0.2682,44.6,49.9,24.8,22.3,30.5,36.1,40.8,25.8,45.5,50.0,28.4,33.2,68.1,-11.6,327,122,0
31,32,10,0.2493,46.9,52.6,20.6,20.4,31.0,34.4,36.4,34.4,44.7,52.3,33.4,35.4,64.6,-15.7,224,295,0
9,26,11,0.3356,47.0,49.6,21.7,22.0,37.0,30.6,35.8,39.1,46.8,47.7,31.6,34.8,65.1,-11.6,257,186,0
3,27,11,0.2997,48.1,49.8,18.9,21.0,25.2,31.7,28.4,35.7,46.8,49.5,33.1,33.5,59.6,-12.0,260,219,0
13,27,11,0.1137,43.8,47.3,25.0,22.6,31.7,33.0,37.5,41.7,42.5,46.8,31.7,32.6,69.0,-12.7,340,200,0
9,28,11,0.2475,46.6,47.1,21.4,18.2,29.3,30.6,36.1,36.7,46.4,46.1,31.3,32.6,61.1,-12.5,283,237,0
9,28,11,0.2187,49.2,51.2,17.6,18.6,32.0,37.2,30.5,30.7,49.9,49.8,32.2,36.3,71.3,-13.7,177,336,0
8,28,11,0.1726,47.8,55.5,17.0,21.1,29.2,30.1,37.3,39.6,46.5,53.7,33.3,39.1,66.2,-13.8,207,339,0
29,28,11,0.1622,47.9,50.7,19.8,19.4,33.4,36.6,29.6,40.8,46.4,49.6,34.2,35.7,72.6,-13.0,238,333,0
29,28,11,0.1541,44.9,48.8,17.9,19.0,31.8,37.8,30.3,35.8,43.9,48.6,31.9,32.8,64.3,-12.1,292,308,0
31,29,11,0.4141,52.7,51.7,21.2,14.2,33.1,29.2,37.6,30.8,51.4,50.5,36.8,36.0,63.4,-11.6,57,332,0
8,29,11,0.3003,51.3,53.0,20.2,19.0,31.4,29.7,33.2,33.4,49.2,52.7,37.1,35.6,66.4,-13.3,172,304,0
14,29,11,0.2531,46.9,52.2,21.2,21.1,31.9,32.5,30.4,45.2,45.1,51.8,33.5,35.4,65.4,-11.0,221,297,0
3,29,11,0.2142,46.7,51.8,23.2,18.6,35.7,32.0,44.6,44.9,46.5,52.6,31.5,33.8,70.7,-12.4,250,298,0
29,29,11,0.2079,45.6,49.6,19.5,18.4,26.4,32.0,36.0,42.8,42.1,46.1,35.5,39.7,66.3,-11.8,289,262,0
28,29,11,0.1817,44.5,50.0,18.2,20.9,27.4,35.0,38.4,39.3,43.2,51.3,31.2,31.5,68.6,-13.5,292,287,0
20,30,11,0.4671,47.3,51.8,18.7,18.7,28.9,32.0,41.8,40.2,47.8,49.5,30.9,37.4,67.0,-9.2,134,244,0
17,30,11,0.4087,46.6,48.0,19.9,20.0,30.4,31.6,25.8,34.2,46.8,46.5,30.6,34.3,64.1,-13.3,268,133,0
25,30,11,0.3104,44.4,47.8,20.7,18.5,33.6,32.8,41.5,34.3,44.9,45.3,28.6,35.7,66.9,-13.5,257,212,0
9,30,11,0.174,48.2,51.6,20.1,20.2,32.7,34.6,30.8,39.2,48.7,52.2,31.2,33.5,66.3,-14.4,254,318,0
26,30,11,0.1682,46.0,53.5,20.0,18.5,33.9,27.8,43.0,32.6,45.9,51.4,30.8,37.6,67.7,-14.8,244,324,0
6,31,11,0.3703,46.5,52.8,21.5,21.3,32.1,34.3,38.1,41.1,47.9,51.1,28.8,37.5,68.2,-9.4,198,239,0
22,31,11,0.2229,50.1,54.1,21.3,21.3,30.2,29.8,34.2,37.6,48.7,51.2,35.0,38.9,60.2,-15.3,232,304,0
7,32,11,0.565,47.4,51.5,19.8,21.5,31.7,35.7,31.7,36.2,48.3,50.4,29.9,36.5,72.8,-9.4,90,217,0
24,32,11,0.2684,48.0,49.1,19.8,15.2,26.2,27.0,27.6,33.0,46.1,46.9,34.2,35.5,67.2,-14.0,263,247,0
8,32,11,0.1995,48.7,53.2,20.5,20.2,27.0,30.7,31.4,38.8,48.5,52.2,32.7,36.6,68.5,-14.7,275,289,0
31,33,11,0.2782,47.8,51.2,19.3,20.7,26.9,33.7,36.5,37.7,46.7,50.8,33.2,34.8,72.2,-15.7,202,292,0
13,25,12,0.2569,45.8,45.1,21.5,21.2,33.8,31.9,41.3,41.7,42.3,42.5,35.8,33.3,67.5,-9.8,299,193,0
15,27,12,0.3458,47.6,49.5,21.6,18.5,30.5,27.1,34.3,34.0,45.3,45.7,34.0,37.8,64.4,-10.3,283,150,0
8,27,12,0.2091,45.8,50.4,17.8,19.0,30.1,31.2,37.2,27.7,44.1,48.8,33.0,35.4,63.0,-11.8,278,271,0
13,28,12,0.1346,47.4,49.5,20.8,22.0,27.0,35.8,39.4,35.9,44.9,48.6,34.9,34.8,64.1,-12.5,320,271,0
15,29,12,0.4413,46.5,52.0,22.2,20.4,35.0,29.8,42.9,40.3,45.0,49.2,33.2,38.3,64.6,-10.2,157,230,0
11,29,12,0.4364,53.6,48.9,20.0,16.1,28.5,32.4,37.6,30.1,52.2,49.3,37.2,32.0,63.6,-12.1,84,304,0
10,29,12,0.3378,46.6,54.7,19.1,22.2,35.9,31.0,38.5,39.8,45.7,53.6,33.0,37.7,71.0,-11.7,167,290,0
10,30,12,0.3797,53.6,54.1,18.1,22.8,25.0,37.2,35.5,36.6,51.8,54.8,37.7,35.1,69.9,-13.3,115,310,0
21,30,12,0.3617,48.4,50.8,18.2,19.8,34.3,33.9,31.6,37.8,48.0,51.3,32.8,33.2,66.5,-13.1,157,283,0
15,30,12,0.2822,47.4,52.8,19.6,20.6,28.2,28.3,30.7,37.4,46.1,49.8,33.2,38.7,68.2,-11.8,216,283,0
3,30,12,0.1987,46.1,50.3,21.5,20.2,33.0,32.0,36.3,39.5,45.4,49.6,32.0,34.5,69.4,-12.9,286,275,0
7,31,12,0.5856,44.6,47.3,17.7,19.6,30.3,34.5,29.2,30.5,43.2,48.5,31.3,29.9,60.4,-6.8,191,105,0
12,31,12,0.3831,48.1,49.8,22.9,19.2,37.6,36.1,45.0,38.4,49.1,47.3,30.9,37.1,68.1,-11.4,180,246,0
24,31,12,0.3345,47.7,47.7,20.1,15.5,28.3,30.1,29.6,31.2,45.3,47.7,34.5,31.7,63.1,-13.3,230,225,0
3,31,12,0.3053,50.6,48.3,22.1,18.6,31.0,38.1,29.7,36.5,50.2,47.0,34.2,34.9,66.4,-12.1,207,268,0
26,31,12,0.2974,47.6,49.9,18.9,20.4,34.6,35.1,30.9,47.1,46.0,50.5,34.0,32.5,66.5,-13.2,195,292,0
26,31,12,0.2543,44.2,47.6,20.3,22.2,25.9,27.0,27.9,38.3,43.2,48.4,30.7,30.6,63.9,-13.2,338,67,0
26,31,12,0.2071,45.9,49.7,20.1,20.5,30.9,34.4,35.4,37.0,44.2,50.8,33.1,31.8,62.2,-13.9,280,271,0
28,31,12,0.1209,41.3,46.9,21.6,21.1,38.6,33.4,32.6,43.7,42.0,46.9,26.0,31.3,67.0,-15.1,336,225,0
17,32,12,0.4761,50.4,47.2,23.7,17.1,35.1,32.5,38.5,36.8,50.0,46.1,34.2,33.2,65.4,-13.6,140,221,0
25,32,12,0.3135,48.6,48.8,19.6,20.8,29.1,35.2,35.1,43.3,46.9,47.2,34.5,34.9,70.2,-13.9,214,260,0
18,32,12,0.2134,45.9,51.0,18.4,22.4,31.3,32.1,39.0,46.8,45.6,50.9,31.0,34.1,65.9,-15.0,257,295,0
25,33,12,0.2416,45.3,51.0,16.5,19.1,30.7,33.0,24.5,36.6,44.5,49.5,31.2,35.8,61.1,-16.6,232,295,0
0,36,27,0.8059,52.9,47.3,17.9,21.1,23.3,28.4,48.1,30.6,52.6,46.5,35.6,32.5,63.8,0.8,84,50,1
0,36,28,0.86,51.2,48.1,14.3,16.1,28.3,25.8,37.4,25.0,52.3,49.2,32.7,31.1,70.9,3.4,30,59,1
0,36,25,0.8811,51.0,49.2,16.3,21.4,33.2,27.7,32.2,36.8,50.1,48.6,35.2,33.7,70.3,-0.1,49,23,1
0,35,25,0.8717,50.8,45.0,16.4,19.4,32.8,29.7,39.2,45.0,51.2,45.4,33.3,29.5,67.7,0.4,57,28,1
0,34,26,0.7988,51.1,50.4,15.3,22.6,31.0,28.2,30.1,40.6,50.4,50.6,35.2,33.2,69.6,1.6,78,54,1
1,34,30,0.9648,50.6,42.3,15.7,17.9,34.3,24.2,34.9,28.6,49.7,40.1,35.2,30.8,58.4,10.0,32,2,1
1,37,28,0.9436,54.8,47.4,16.3,17.3,31.7,29.8,39.3,31.2,53.5,48.9,37.9,29.3,69.7,8.6,6,43,1
1,35,26,0.9014,53.7,47.9,16.4,19.5,33.8,29.8,38.4,37.3,54.4,45.4,34.7,34.9,72.8,5.9,29,36,1
1,34,25,0.9469,51.4,45.7,16.0,19.6,36.7,28.5,34.0,38.8,50.5,44.8,35.5,31.6,69.4,6.9,20,8,1
1,36,26,0.9205,53.6,49.1,14.0,18.7,27.3,30.8,28.6,26.7,50.9,48.2,38.4,33.8,68.3,5.9,12,51,1
1,34,23,0.9477,52.4,46.1,15.6,20.7,28.3,24.5,26.0,33.8,49.7,45.1,38.5,31.7,60.3,5.0,48,2,1
1,37,26,0.9242,52.0,50.1,16.7,16.3,37.4,25.5,28.0,26.0,51.0,45.3,35.9,38.0,72.6,7.1,8,50,1
2,33,25,0.4963,52.2,51.6,17.2,20.7,25.9,28.3,30.2,30.8,48.1,51.0,38.2,35.0,69.3,-4.9,206,131,1
4,34,23,0.838,49.5,44.1,21.0,19.9,37.3,32.3,37.1,26.1,49.6,42.2,32.9,31.9,60.3,-1.3,88,20,1
4,36,25,0.8732,51.5,44.5,16.3,18.2,28.6,29.1,29.6,35.4,49.9,42.0,36.5,32.6,66.9,1.2,64,16,1
4,36,30,0.9292,52.0,45.2,15.3,20.2,35.5,29.4,32.5,29.1,52.1,41.4,34.5,34.4,65.4,5.6,32,13,1
4,36,31,0.9417,51.2,43.3,17.0,21.6,38.5,28.2,36.0,26.8,50.2,41.4,35.3,30.9,66.2,5.9,56,2,1
4,35,27,0.9097,53.3,45.5,17.5,19.1,33.8,25.8,32.6,41.6,50.5,43.8,38.7,32.3,69.4,2.4,29,13,1
4,33,24,0.898,52.9,45.4,17.6,18.0,29.5,29.6,45.3,29.2,52.0,44.5,36.5,31.3,66.4,2.0,30,24,1
5,34,22,0.9211,48.1,45.6,17.1,18.9,35.6,30.3,38.0,29.1,47.3,43.7,33.3,32.6,64.6,2.1,23,18,1
5,35,28,0.8619,51.2,45.5,18.9,17.2,28.9,30.5,44.5,28.1,48.0,44.1,37.6,31.8,64.5,6.9,49,42,1
5,35,24,0.9104,54.2,46.4,17.0,21.6,33.5,32.0,34.7,27.8,53.6,45.2,37.0,32.2,66.3,2.5,24,32,1
5,33,22,0.8853,51.3,48.0,14.8,18.8,31.9,31.3,33.0,25.0,48.7,48.7,37.4,31.3,69.8,2.0,29,36,1
5,35,20,0.8661,54.0,46.7,20.5,15.9,29.2,27.3,33.5,34.7,52.9,44.1,37.3,34.6,68.1,0.4,49,34,1
5,36,24,0.8564,49.7,46.1,16.0,17.9,30.8,30.6,30.5,36.1,48.8,44.0,34.2,33.3,66.9,2.0,55,36,1
5,35,30,0.9347,56.9,42.7,19.2,14.6,37.0,26.6,35.9,30.7,55.2,38.4,40.1,33.7,68.0,8.0,11,16,1
5,34,25,0.9154,54.1,48.7,17.1,17.9,30.2,25.2,31.1,29.5,54.7,46.1,35.3,35.1,68.2,4.5,22,16,1
5,35,23,0.8385,52.7,51.5,17.2,18.4,29.8,29.4,42.3,28.8,51.4,53.5,36.4,32.4,70.9,3.2,15,117,1
5,34,23,0.8875,51.4,45.9,19.4,14.1,34.1,24.8,32.8,26.6,50.8,44.7,34.9,31.9,67.7,4.2,40,24,1
5,36,22,0.8284,48.2,49.5,17.1,16.9,31.4,28.4,41.6,28.2,48.5,48.7,31.7,34.0,68.8,2.7,53,52,1
5,35,20,0.8329,50.3,48.3,18.7,18.2,27.6,25.9,33.7,31.8,49.7,47.9,34.1,32.7,67.2,0.9,86,28,1
6,36,27,0.9308,49.4,44.6,19.2,17.5,34.9,31.6,42.6,33.8,46.4,43.4,37.9,31.5,67.2,9.0,25,10,1
6,35,24,0.9265,55.0,49.0,14.1,19.5,25.7,31.6,27.6,25.6,51.8,47.5,40.0,34.6,69.6,6.5,10,48,1
6,34,20,0.84,51.2,49.1,19.7,18.6,37.9,29.4,32.3,36.5,51.2,47.5,34.1,34.5,66.6,0.9,21,97,1
6,36,26,0.9092,52.6,47.8,18.8,18.2,30.1,27.9,32.5,27.8,52.6,46.0,35.0,33.6,71.5,8.3,28,17,1
6,34,20,0.878,50.4,47.5,17.0,17.3,25.8,27.8,31.3,23.1,49.7,45.8,34.6,33.3,70.3,2.5,49,22,1
7,34,23,0.9115,48.4,46.7,17.0,19.5,34.7,25.3,40.8,33.4,46.3,47.1,35.6,30.7,63.9,3.5,66,7,1
7,33,22,0.8945,51.3,47.1,19.2,20.2,34.3,31.0,43.9,44.1,50.5,43.1,35.3,36.2,64.6,3.7,29,37,1
7,36,33,0.9663,55.3,45.5,16.3,21.6,32.5,31.2,41.8,30.4,53.0,45.3,38.9,30.5,64.7,11.3,4,15,1
7,33,22,0.8899,52.6,49.7,14.5,18.6,32.2,27.5,39.3,35.8,49.9,49.1,39.3,33.8,69.2,2.0,14,77,1
7,35,24,0.8193,48.0,49.3,16.1,20.6,30.4,30.3,37.3,28.0,48.0,49.8,32.1,32.3,69.3,3.4,93,31,1
7,34,28,0.9229,51.4,47.8,17.4,19.3,35.2,26.0,41.7,33.6,49.8,48.6,36.3,31.1,72.4,7.7,20,24,1
7,36,32,0.9611,57.5,48.1,17.1,20.1,30.2,27.8,35.0,22.1,59.2,49.1,36.9,31.1,65.6,11.1,5,17,1
7,35,21,0.9068,54.0,51.9,15.7,19.5,27.6,24.6,26.1,35.3,54.3,49.5,35.7,37.3,69.1,1.7,20,27,1
7,34,22,0.8902,52.9,50.3,17.8,17.7,34.3,28.4,35.2,29.8,52.0,50.0,36.5,33.8,70.7,2.5,14,65,1
7,35,29,0.9211,55.9,49.9,17.2,15.7,30.2,23.1,41.0,25.6,55.9,49.8,37.2,33.4,71.7,8.8,6,59,1
7,36,26,0.8448,53.2,50.4,16.9,18.0,30.3,27.7,34.4,28.2,53.7,49.7,35.2,34.3,65.1,3.6,21,92,1
9,33,29,0.7428,55.9,48.9,17.2,20.5,25.2,26.4,26.7,32.7,56.4,48.3,36.8,33.3,63.5,-0.6,65,103,1
10,32,26,0.7945,51.9,44.9,18.1,19.8,30.4,26.4,45.4,40.2,54.1,44.8,32.2,30.0,71.4,0.8,114,27,1
10,36,31,0.7458,51.3,44.1,17.5,16.7,33.7,27.0,28.7,33.0,50.1,40.7,35.9,33.9,66.6,0.7,102,71,1
12,35,19,0.5721,47.6,47.6,20.1,19.7,34.2,33.1,35.7,33.6,46.6,47.4,33.2,31.9,65.3,-7.5,160,127,1
12,33,23,0.6224,51.7,49.4,17.1,19.4,28.7,25.7,34.9,42.4,47.8,48.0,39.2,34.7,68.5,-3.2,167,98,1
12,35,31,0.8339,54.1,47.9,15.6,19.8,30.1,23.8,30.0,38.2,53.6,47.1,36.9,32.8,65.8,2.0,55,53,1
12,35,25,0.6633,54.7,49.9,17.2,18.4,22.4,32.3,33.1,28.9,55.5,48.7,35.9,35.0,75.9,-2.5,87,138,1
15,29,22,0.8209,52.2,46.7,19.9,17.8,39.3,24.3,41.7,33.3,51.4,45.5,36.0,32.7,66.8,-0.1,86,32,1
17,35,27,0.7761,54.8,48.8,16.5,18.1,31.9,29.1,29.9,39.5,54.3,48.4,37.1,33.1,73.8,-1.3,33,145,1
17,35,32,0.8819,53.4,47.3,16.0,20.3,31.7,26.9,32.7,31.9,55.7,49.3,33.7,29.3,74.9,5.5,24,41,1
19,35,31,0.9228,55.9,45.6,17.8,19.2,27.0,26.9,39.8,27.0,53.3,44.0,39.8,32.1,58.5,5.3,16,31,1
19,35,22,0.8109,53.2,48.7,15.2,18.5,17.7,27.4,34.1,24.8,51.3,48.9,37.2,32.4,63.7,-2.1,80,48,1
19,34,25,0.9321,48.9,44.7,14.7,23.2,31.7,23.6,37.4,45.4,49.2,42.1,32.3,32.7,66.8,0.2,68,1,1
19,35,31,0.9403,54.2,43.8,16.2,19.3,34.2,24.2,40.4,35.1,50.7,42.0,40.2,31.2,70.0,4.1,22,15,1
20,35,26,0.8691,46.6,43.5,18.6,21.1,35.7,29.7,36.2,25.7,45.9,42.3,32.0,30.6,61.2,1.3,157,5,1
22,31,28,0.7852,54.8,46.5,17.2,19.4,32.0,30.7,33.5,27.4,56.2,48.3,34.9,28.9,70.2,1.2,53,88,1
23,35,25,0.8379,52.3,48.0,16.9,16.7,30.2,31.5,29.1,35.4,50.8,47.1,36.9,33.2,66.9,3.0,18,114,1
23,35,26,0.8807,55.1,48.0,18.2,15.3,29.2,27.8,37.9,23.0,55.5,44.5,36.3,37.1,66.9,5.6,23,56,1
23,36,26,0.7966,52.2,50.1,15.7,17.9,31.0,31.4,36.8,24.0,51.0,47.2,36.2,36.8,70.1,1.3,39,105,1
23,36,27,0.8097,52.1,47.5,19.8,24.2,29.1,34.9,34.7,34.0,51.9,46.0,35.0,33.4,67.3,3.1,134,22,1
25,34,24,0.7802,52.0,45.8,16.3,23.2,30.0,34.8,37.7,39.8,53.4,43.1,32.2,33.1,63.2,-3.0,57,92,1
25,33,28,0.7732,51.9,45.9,15.6,21.0,26.7,29.5,31.5,38.3,48.9,45.7,38.2,30.9,63.8,2.1,110,48,1
26,32,30,0.8892,57.5,49.9,16.1,19.1,31.8,25.2,27.8,31.8,53.9,50.6,41.4,32.6,67.1,4.0,14,63,1
27,36,27,0.8696,50.0,48.3,16.9,22.3,35.7,34.6,37.3,38.8,48.8,46.2,34.9,35.2,69.9,3.9,27,64,1
27,36,27,0.9517,53.5,44.5,16.2,18.0,37.5,31.9,37.8,40.8,52.9,42.7,36.6,32.6,68.2,5.0,2,28,1
27,36,26,0.8339,51.4,47.8,16.6,18.5,31.9,34.2,38.1,39.1,50.0,46.7,36.5,33.2,71.0,3.9,33,92,1
27,36,20,0.8074,51.9,47.8,20.3,18.7,29.4,30.9,41.9,36.5,53.5,46.9,32.6,32.8,69.9,-1.1,103,27,1
27,34,26,0.8672,50.8,49.7,16.4,20.7,32.1,28.0,39.8,38.1,48.7,47.7,35.7,35.1,73.8,4.3,39,49,1
27,34,21,0.9132,50.8,48.7,14.3,20.0,28.7,30.5,32.6,32.4,47.6,46.6,37.0,35.2,68.5,1.4,26,13,1
27,35,26,0.9225,50.8,46.7,17.9,20.4,33.4,31.1,35.5,37.6,47.3,46.1,38.0,31.8,67.1,6.4,35,5,1
27,36,20,0.8947,49.8,48.1,17.9,22.4,30.6,32.2,29.9,33.6,49.5,48.5,33.4,31.6,64.3,0.7,55,15,1
29,30,24,0.8235,54.8,49.5,17.7,25.9,33.5,30.7,34.3,40.2,54.5,49.7,36.9,32.8,68.2,-1.2,68,45,1
32,34,29,0.9334,57.8,45.3,17.5,15.3,33.1,21.9,27.8,26.6,56.9,45.4,39.4,30.0,61.2,3.9,15,25,1
19,35,34,0.9295,52.4,44.7,16.2,18.2,35.0,26.2,46.9,35.7,52.3,43.6,35.0,31.1,65.1,8.1,18,14,1
6,35,25,0.927,54.2,47.1,19.1,16.4,37.3,28.8,48.3,45.5,55.5,44.3,34.0,35.5,68.2,6.9,7,34,1
7,34,29,0.926,53.6,46.3,17.3,20.0,32.6,28.7,44.5,38.6,53.8,43.0,35.6,35.3,67.6,8.3,22,11,1
7,35,27,0.9144,58.9,48.5,15.0,14.8,27.7,27.8,33.9,33.0,56.3,47.0,41.4,34.2,65.4,5.6,2,123,1
1,34,28,0.9156,48.2,48.0,14.8,21.9,38.1,31.5,38.2,36.7,47.7,45.5,33.1,34.5,61.5,7.9,31,12,1
0,33,26,0.8477,49.6,44.4,18.6,21.0,28.8,29.0,40.3,35.6,50.5,44.4,31.7,29.6,67.5,3.8,170,7,1
1,34,24,0.8883,49.9,47.0,16.9,19.3,38.1,31.3,42.9,41.4,49.7,46.7,33.6,31.7,70.8,4.2,40,24,1
23,34,24,0.872,53.5,49.1,16.1,18.9,32.2,31.9,43.8,47.8,51.0,49.4,38.9,32.4,69.3,2.6,13,90,1
6,35,24,0.8507,47.4,46.5,17.5,16.3,39.6,30.2,43.4,41.0,46.9,42.9,32.7,35.2,68.7,3.6,50,47,1
32,35,28,0.9064,55.2,44.6,17.4,17.4,30.6,29.5,41.2,38.6,53.6,43.3,39.0,31.8,66.5,4.0,38,16,1
